screen_name,date,text
Amarinder,Thu Jan 26 11:17:31 +0000 2017,rt  bjp ludhiana leader iqbaljit s ladhowal joinspunjabpcc in capt_amarinder presence    
Amarinder,Thu Jan 26 10:57:22 +0000 2017,rt  capt_amarinder welcomes into punjabpcc former rti commissioner ravinder singh nagi in patiala    
Amarinder,Thu Jan 26 10:52:46 +0000 2017,rt  bjp ludhiana leader iqbaljit s ladhowal joinspunjabpcc in capt_amarinder presence    
Kejriwal,Thu Jan 26 10:29:18 +0000 2017,we have won we!!
Kejriwal,Thu Jan 26 09:33:26 +0000 2017,Punjab is going to write history.
Amarinder,Thu Jan 26 09:32:21 +0000 2017,rt  capt_amarinder welcomes into punjabpcc former rti commissioner ravinder singh nagi in patiala    
Amarinder,Thu Jan 26 09:32:15 +0000 2017,rt  capt_amarinder welcomes into punjabpcc former rti commissioner ravinder singh nagi in patiala    
Amarinder,Thu Jan 26 09:31:58 +0000 2017,rt  capt_amarinder welcomes into punjabpcc former rti commissioner ravinder singh nagi in patiala    
Amarinder,Thu Jan 26 09:31:20 +0000 2017,rt  capt_amarinder welcomes into punjabpcc former rti commissioner ravinder singh nagi in patiala    
Amarinder,Thu Jan 26 09:31:10 +0000 2017,rt  capt_amarinder welcomes into punjabpcc former rti commissioner ravinder singh nagi in patiala    
Kejriwal,Thu Jan 26 09:27:49 +0000 2017,You gimmick
Kejriwal,Thu Jan 26 09:00:09 +0000 2017,          
Kejriwal,Thu Jan 26 08:52:13 +0000 2017,Nassu cm
Kejriwal,Thu Jan 26 08:43:19 +0000 2017,even more than maoists  
Kejriwal,Thu Jan 26 08:40:29 +0000 2017,run away liquor addict
Amarinder,Thu Jan 26 08:33:46 +0000 2017,rt  former rti commissioner joins punjabpcc in capt_amarinder presence in patiala     
Amarinder,Thu Jan 26 08:33:38 +0000 2017,rt  capt_amarinder welcomes into punjabpcc former rti commissioner ravinder singh nagi in patiala    
Kejriwal,Thu Jan 26 08:02:23 +0000 2017,          
Badal,Thu Jan 26 07:50:10 +0000 2017,persian pak punjab occupied baluchistan 70 years ago      
Kejriwal,Thu Jan 26 07:49:36 +0000 2017,wow
Amarinder,Thu Jan 26 07:24:15 +0000 2017,rt  former rti commissioner joins punjabpcc in capt_amarinder presence in patiala     
Kejriwal,Thu Jan 26 07:08:17 +0000 2017,         
Kejriwal,Thu Jan 26 07:07:08 +0000 2017,         
Kejriwal,Thu Jan 26 06:33:43 +0000 2017,          
Kejriwal,Thu Jan 26 05:48:02 +0000 2017,so please win all 69 seats in malwa region
Kejriwal,Thu Jan 26 05:31:19 +0000 2017,out in the open - HarsimratBadal_ unites with capt_amarinder to campaign against aap punjab.\n\nakali dal &amp; congress run..
Amarinder,Thu Jan 26 05:31:19 +0000 2017,out in the open - HarsimratBadal_ unites with capt_amarinder to campaign against aap punjab.\n\nakali dal &amp; congress run..
Amarinder,Thu Jan 26 05:23:41 +0000 2017,rt  We do not do our work speaks          
Kejriwal,Thu Jan 26 05:07:35 +0000 2017,out in the open - HarsimratBadal_ unites with capt_amarinder to campaign against aap punjab.\n\nakali dal &amp; congress run..
Amarinder,Thu Jan 26 05:07:35 +0000 2017,out in the open - HarsimratBadal_ unites with capt_amarinder to campaign against aap punjab.\n\nakali dal &amp; congress run..
Kejriwal,Thu Jan 26 05:05:43 +0000 2017,out in the open - HarsimratBadal_ unites with capt_amarinder to campaign against aap punjab.\n\nakali dal &amp; congress run..
Amarinder,Thu Jan 26 05:05:43 +0000 2017,out in the open - HarsimratBadal_ unites with capt_amarinder to campaign against aap punjab.\n\nakali dal &amp; congress run..
Kejriwal,Thu Jan 26 05:05:32 +0000 2017,out in the open - HarsimratBadal_ unites with capt_amarinder to campaign against aap punjab.\n\nakali dal &amp; congress run..
Amarinder,Thu Jan 26 05:05:32 +0000 2017,out in the open - HarsimratBadal_ unites with capt_amarinder to campaign against aap punjab.\n\nakali dal &amp; congress run..
Kejriwal,Thu Jan 26 04:36:35 +0000 2017,we will return after breaking from roots
Amarinder,Thu Jan 26 04:15:14 +0000 2017,rt  We do not do our work speaks          
Amarinder,Thu Jan 26 04:12:52 +0000 2017,rt  former rti commissioner joins punjabpcc in capt_amarinder presence in patiala     
Kejriwal,Thu Jan 26 04:12:29 +0000 2017,very good sir very nice manifesto
Amarinder,Thu Jan 26 04:12:22 +0000 2017,rt  former rti commissioner joins punjabpcc in capt_amarinder presence in patiala     
Kejriwal,Thu Jan 26 04:09:30 +0000 2017,v good
Kejriwal,Thu Jan 26 04:06:02 +0000 2017,People are upset by reading thy tweets
Kejriwal,Thu Jan 26 04:00:02 +0000 2017,punjab elections 2017: aap launches manifesto for govt employees        
Amarinder,Thu Jan 26 03:48:29 +0000 2017,rt  We do not do our work speaks          
Kejriwal,Thu Jan 26 03:26:26 +0000 2017,salute!!
Amarinder,Thu Jan 26 02:55:41 +0000 2017,same to u
Amarinder,Thu Jan 26 02:25:17 +0000 2017,      
Kejriwal,Thu Jan 26 01:20:28 +0000 2017,          
